State County Code,TEMP,WIND,Year
01073,66.33644226530612,1.7332294900849836,2016
02068,32.971833109289605,1.9391644958448748,2016
04003,61.92819384022046,5.372108082644625,2016
04005,53.06913464207649,5.1122902459016375,2016
04013,75.51199403551918,3.3516581353501427,2016
04017,56.456030456284196,7.245876505464483,2016
04019,70.12823722847781,4.691035702954046,2016
04021,73.91995822404365,6.372620677595631,2016
05119,63.93245270684931,3.8100068387978117,2016
06005,58.754070920765024,1.8692302049180312,2016
06007,65.39053915920917,3.6771502337536455,2016
06009,59.44910658469947,2.511411169398907,2016
06011,63.282385595628384,2.853088983606559,2016
06017,59.20543636229951,3.1046339179039295,2016
06019,65.71344777697259,3.3851676171958625,2016
06021,62.95976834972677,4.598544576502733,2016
06025,75.70260704553732,4.154308696783025,2016
06027,64.04008290175136,5.704816936276542,2016
06029,66.11878857521819,4.537893671433003,2016
06031,65.73455504098358,3.792214448087441,2016
06033,57.32881750363641,,2016
06037,65.65958121670889,2.8626569849955863,2016
06039,64.20870628291307,3.722726505464473,2016
06043,58.80013010188674,4.90820200968523,2016
06047,63.77180457103827,2.961502879781422,2016
06051,46.99819678005465,5.3313141413043486,2016
06053,58.24637596083787,,2016
06059,66.2500437532024,2.6048542173913036,2016
06061,67.21484987142858,3.960117346994534,2016
06065,70.23473165608702,4.429497590849671,2016
06067,63.5926946212987,3.416646785083851,2016
06069,58.802756376712345,3.9236231205479437,2016
06071,64.85083084535188,3.79307120024272,2016
06073,64.7486319883522,3.4394174692423096,2016
06077,63.79638202400736,4.5231780269266455,2016
06079,58.31718554267816,4.423383110502992,2016
06083,60.098328196915666,4.050156704137675,2016
06085,61.26709042191783,5.903308616438361,2016
06087,56.211877947873774,,2016
06089,44.52779592696624,2.087872406040269,2016
06099,66.96020517241377,3.2074157650273194,2016
06101,65.63374803717466,4.771404482758623,2016
06103,73.24909654729728,10.370266925233649,2016
06107,63.894925362662576,3.143504346153845,2016
06109,63.69986287121212,1.4147198743169398,2016
06111,63.12460635837884,4.199980414956679,2016
06113,61.880870412256265,4.648099373259054,2016
08001,53.81047516666668,3.7334140655737706,2016
08005,52.45726766256833,6.912023621584697,2016
08013,49.15003527049183,4.0847116147541,2016
08031,55.27485508305085,3.486547981557376,2016
08035,51.546656265027366,4.936770098976109,2016
08041,51.91965275956288,3.6741476885245956,2016
08045,48.14386881991812,3.0549555279503116,2016
08059,50.56284370350032,4.972532103305794,2016
08067,47.49290676320586,1.7546449013698626,2016
08069,46.36273095491802,3.081467010928962,2016
08077,55.002867120448194,4.875601601671306,2016
08081,49.6718800758929,5.419130845360824,2016
08083,51.04053310109291,5.262939792349732,2016
08085,57.28188796138997,2.412572647286822,2016
08093,37.99223103551912,,2016
08099,54.88180555737708,6.60166168032787,2016
08103,46.739633281420836,5.609709733242133,2016
08123,51.65034464480879,4.44356547540984,2016
09001,54.20358298770948,4.122217453521127,2016
09003,55.24530606967221,2.9646607849162057,2016
09005,48.84740453551912,5.056463274924468,2016
09007,55.1687851393443,4.9828168989071004,2016
09009,53.59874865116282,5.161234265944641,2016
09011,53.22795536065576,,2016
09013,51.51856540963852,2.0711352379518067,2016
10003,57.79832272950815,3.8697440383036987,2016
11001,59.74035319914348,5.385868748633882,2016
12057,70.38825044237917,3.944822978260869,2016
12086,75.28019124316936,5.608030103825133,2016
12103,70.90173941011237,,2016
12129,69.04919118965519,5.424289086206898,2016
13073,65.01836923512745,2.1004104590163943,2016
13089,64.12874316147311,0.8966148295454556,2016
13213,61.10548221038252,4.721617279005523,2016
13215,66.33210078688533,1.7986587415730348,2016
13223,62.44796336885243,4.864228898907104,2016
13245,66.02748682786887,2.1129526038251383,2016
13247,62.51805832212891,1.5107505958083836,2016
15001,61.25011947704594,7.7432449836065596,2016
15003,78.11962851886791,3.669829157024793,2016
16001,53.19815632967028,4.277884380494506,2016
16005,50.3010821955923,6.684114651376153,2016
16017,48.28329296721312,3.5470782896174833,2016
16023,46.05693204644809,5.816613947945206,2016
16049,50.815661058908006,3.3109497784615374,2016
16053,47.69281720218587,,2016
16055,48.62626109562837,4.6007939248633845,2016
16057,48.641770382513634,4.589426792349723,2016
16059,44.49808743442623,2.6890769270386277,2016
16069,51.78866211522628,4.267697488534392,2016
16079,47.93333823626374,1.863918257617728,2016
16083,50.074353576502695,7.399286573770496,2016
17019,54.09390963561644,8.443785123966931,2016
17023,56.00497760273971,3.8166356986301375,2016
17031,52.791015877142826,5.615783572202163,2016
17097,51.744738442622946,,2016
17133,64.63029263453816,5.350702257028114,2016
17163,58.777891655737754,3.720439716417915,2016
18003,53.37068126648353,3.8328737390109864,2016
18015,52.94050725683063,8.129124308743163,2016
18019,57.21625275409835,4.14766663387978,2016
18055,56.8938277404372,5.13267551639344,2016
18065,54.071561109289554,5.91332794459834,2016
18071,62.24598974007221,5.25760564480874,2016
18089,56.10168054662382,6.5579777619699025,2016
18097,54.4171181645244,3.8154129105409256,2016
18127,52.843301415512464,7.56973927839335,2016
18129,58.625696777126116,4.924836434426231,2016
18141,52.91128484065937,4.097218648351646,2016
18173,54.38878051288057,5.2055089320843075,2016
18177,53.77574930601092,4.612124330601095,2016
18183,52.57154543213292,5.315463562326867,2016
19013,50.36171350000005,3.1346769421487597,2016
19045,51.88408563461532,2.594511129958959,2016
19103,52.45046316393444,3.230701357988164,2016
19113,52.35604118579239,3.346841908333334,2016
19137,52.867716472677586,3.399457234972678,2016
19139,53.69678010989008,2.8342203836126605,2016
19147,47.79294509480124,4.69521544662921,2016
19153,54.59117366120216,3.89318654213483,2016
19163,51.61463419843594,3.448476926549343,2016
19177,53.65641256906073,4.410526067605632,2016
20209,62.32737297814202,7.495075937158465,2016
21013,60.149277532934164,1.7478861766467084,2016
21015,55.696262956284144,1.4934744890710383,2016
21019,59.99719945628421,1.2369649098360656,2016
21043,57.18442780601094,2.5423970655737698,2016
21047,59.035397251366064,3.479640989071039,2016
21059,62.448442270491775,3.212516594520549,2016
21061,57.89908471091442,3.0059767584097843,2016
21111,59.53719660136982,3.586765606557375,2016
21113,59.5062082759563,3.4397791912568327,2016
21139,59.40594912568303,2.945871710382511,2016
21185,57.11167528415298,2.812432142076499,2016
21193,60.456756676190444,1.3201157746031744,2016
21213,59.97348304371583,3.0535593726027415,2016
22033,68.5968856655011,3.012691038321169,2016
22047,60.5803091532258,2.9893861038251375,2016
22095,71.37253131796113,2.3284871304347825,2016
23005,45.88094465659339,,2016
23009,46.328734316939894,6.854628141592916,2016
24003,62.98415165090903,2.7713030872727256,2016
24005,56.99859555970147,3.59230824626865,2016
24013,54.534499475409866,4.389075142076498,2016
24015,55.02997747814209,6.0111660628415295,2016
24019,57.63736977868852,3.15237100546448,2016
24023,48.55640986027398,4.045967397260271,2016
24025,57.93204553532182,3.1053958477237056,2016
24027,56.60964930470909,2.438445110803325,2016
24029,56.93522183766229,4.918384405633807,2016
24031,55.60022218852458,1.8357191448087415,2016
24033,56.707443552812094,3.0318124554183794,2016
24043,55.35884909562841,5.5464571420765045,2016
25001,52.40149085519124,,2016
25005,52.8349132704918,,2016
25009,51.737156172602674,,2016
25011,57.048611112021874,,2016
25013,51.60950245355193,,2016
25015,50.07838157024794,,2016
25021,52.19784984972678,,2016
25025,54.453959772727316,3.3743657677595635,2016
25027,50.44284456473828,,2016
26005,51.83047287704924,4.507838169398912,2016
26017,50.433055150273205,4.321363450819671,2016
26021,52.15771839612191,3.4718799916897525,2016
26027,52.22857213114758,5.565256939890712,2016
26033,45.598136942622965,5.177447147540986,2016
26049,51.07460972314052,3.634296190851735,2016
26063,48.81950878142075,6.963988877049175,2016
26065,51.443219750000026,5.124274258333332,2016
26067,49.904599265027336,3.747745923497271,2016
26077,51.576890797260255,3.956580213698631,2016
26081,50.43897709849513,4.2833071108071135,2016
26091,52.58164829428566,4.707612701369864,2016
26099,52.05622206712325,4.250250060273975,2016
26101,48.522902060109345,6.12648625956284,2016
26105,49.263675524725244,4.234337557692303,2016
26113,46.81807452876713,3.205482164383561,2016
26115,53.00130178688526,5.0477375,2016
26121,50.519986876750686,2.5937677731092417,2016
26125,52.555852606392655,3.371805424270074,2016
26139,50.644945793715884,3.385319103825135,2016
26147,48.707860450236936,5.420255917061609,2016
26153,45.0533554644809,5.390562920765025,2016
26161,53.06546474316939,3.924261330601093,2016
26163,53.19314701794438,4.78605391150443,2016
27137,42.1937118907104,4.696009907185625,2016
27163,49.642521527322415,,2016
28049,70.32473765349539,3.9917463524590118,2016
29021,57.77710066894671,3.6933025300546447,2016
29037,58.24282787431691,5.010742081967217,2016
29039,59.0074988060109,4.588023393442617,2016
29047,57.08508920765025,3.584247636612024,2016
29071,62.97628643097016,5.018652007299269,2016
29077,60.34027777868849,,2016
29095,59.15311079504816,3.226653855191253,2016
29099,57.83348546624085,6.395463664610214,2016
29183,61.98017334834832,5.073849591591591,2016
29189,59.5107223218708,3.404531882513658,2016
29510,60.436891847488546,4.068200189781022,2016
30027,45.644558095628426,,2016
30029,43.29440891530056,1.1741321256281407,2016
30031,38.173036816438355,1.4207502170329676,2016
30049,45.38210310928966,5.133794213114757,2016
30071,45.467445737704914,,2016
30075,48.96700162295081,,2016
30087,48.43596118572335,,2016
30111,51.12655134277619,,2016
31055,55.05061478688527,5.271272060273973,2016
32003,70.42542170968481,4.380564023207245,2016
32031,54.77483757937956,3.31054361401099,2016
32033,50.12631904918035,4.75893700645161,2016
33001,45.71669438641684,4.3537563348946104,2016
33005,48.84528689890709,2.6687284590163913,2016
33007,59.93479311797751,,2016
33009,44.65164021311474,3.7103909531615904,2016
33011,52.88171677189779,6.171497326605504,2016
33013,51.304710922131235,2.7447144781420767,2016
33015,53.88441891995608,4.349301545253864,2016
34003,54.66957269080781,,2016
34007,57.66283075616439,,2016
34013,53.707060840950575,3.7848853134328366,2016
34017,55.935307852459076,,2016
34019,53.54311169722225,,2016
34021,53.78351897256097,,2016
34039,61.98000816939891,,2016
34041,51.682246700549435,,2016
35001,59.24096706010923,4.092351781420765,2016
35013,65.97770024312163,,2016
35015,75.35269938596491,,2016
35045,53.5653274717669,,2016
36005,56.738067866120204,2.8300153976608198,2016
36013,48.2016919726776,5.596652117486336,2016
36031,32.130698751633986,,2016
36041,46.13139703151862,,2016
36043,46.84562692968754,1.6619382268907557,2016
36055,53.71414475409834,2.7546082116991637,2016
36059,55.58294893169407,,2016
36067,51.07774840281687,5.34487851977401,2016
36071,52.21083789890706,,2016
36081,56.72730556010929,5.595109825136609,2016
36101,48.87665095264622,1.8112952916666656,2016
36119,53.121243161202194,,2016
37067,59.92315078688527,,2016
37105,62.01670959726032,3.297873819178081,2016
37119,62.78888049453545,2.415909943894386,2016
37123,60.902175770149306,2.6725958121387285,2016
37173,55.876368908469985,1.4381674945355183,2016
37183,62.249372501408466,2.6745731214689266,2016
38007,49.766355401869205,10.031950153846148,2016
38013,42.59895677322406,9.607116308743167,2016
38015,43.42546153846155,8.10730771293376,2016
38017,46.00833880601091,9.5056899945055,2016
38025,44.747500521857916,8.861026891666661,2016
38053,46.79583630054647,5.870918693150688,2016
38057,44.31435775912408,10.010295730555555,2016
38065,45.10362303278689,13.673559983471065,2016
38093,43.93874024863391,,2016
38105,44.22406905504601,4.445436753462604,2016
39035,53.14585903176797,5.330715393841167,2016
39061,58.02249221703297,3.245440421917808,2016
39081,53.50764701001818,,2016
39135,54.25263403735626,6.075950227848106,2016
39145,57.768362431694015,4.319693521857923,2016
40001,61.02183688251368,4.815822833333336,2016
40015,70.23397818909095,,2016
40017,61.586234072022116,6.705823326869805,2016
40021,61.45003248888888,,2016
40031,63.428675349726774,3.939169928767124,2016
40037,63.2178953343024,3.6082701744186054,2016
40051,64.38143353333334,3.5004501655629134,2016
40071,60.62597572131156,,2016
40081,63.425245150273206,,2016
40087,62.5116602410959,5.914419230136984,2016
40097,61.206201679558006,,2016
40101,63.4204970464481,4.81579063788301,2016
40109,63.466427680811705,4.443072058933582,2016
40115,60.99458511173186,,2016
40135,63.35856804644816,,2016
40143,62.3537963499555,3.275065455361149,2016
41005,45.91254582417582,4.893406604395608,2016
41009,45.06611651351352,3.400369718309859,2016
41013,39.613176644444444,3.0371347444444443,2016
41017,38.042681978021974,5.19738043956044,2016
41025,34.27904525274725,2.6725500888888893,2016
41029,44.244047604395604,2.959065956043956,2016
41033,45.28639117582417,1.666991131868132,2016
41035,37.27296012087913,3.57296610989011,2016
41037,35.94122541758242,3.804133120879121,2016
41051,46.34398937362638,5.657171133333331,2016
41061,38.624084252747245,3.8461348021978004,2016
41067,46.79666169230769,3.081449868131869,2016
42003,54.70520818852448,4.033396852459014,2016
42101,60.214655499999964,1.6456876530054654,2016
44003,50.754360214285725,2.044601423076922,2016
44007,53.62692507786885,4.34090349180328,2016
44009,53.316911543715854,4.081338021857921,2016
45021,74.73627546745561,,2016
45079,65.41057689750694,2.2460597569060763,2016
46033,50.93563542816899,4.95741789614243,2016
46093,53.723321065573764,6.026626150273225,2016
46099,52.196391056122465,4.315451781115881,2016
47009,57.33581465710387,2.434007535256408,2016
47155,54.170199339285666,6.61536984848485,2016
47157,63.31228173770493,4.87984039452055,2016
48027,68.48298502732241,5.870403682892903,2016
48029,70.48793920321576,4.806602705296521,2016
48037,70.79218334859155,2.76485324642857,2016
48039,71.23407874180334,4.614561122950823,2016
48043,69.7212124409341,5.982260340659345,2016
48061,75.94043325366307,6.307592074074076,2016
48071,72.21865182786884,9.919924574175818,2016
48085,67.564123020548,5.726498264383557,2016
48113,69.11796712829126,4.764932409912537,2016
48121,66.02682485335193,6.221683042349723,2016
48135,66.113902045082,6.815086092896173,2016
48139,66.82158835893654,7.185505212765951,2016
48141,68.07764290042948,5.342996169514712,2016
48167,72.52353989071041,8.663600642076508,2016
48183,67.390762647541,4.056193213114755,2016
48201,71.9670009449268,4.569738741860819,2016
48203,64.9817874336735,2.2472668469387735,2016
48215,76.08594062295087,5.490880222677593,2016
48221,67.62158905737707,5.101941681318681,2016
48227,46.05316086206897,7.090086172413792,2016
48231,66.24546246994537,4.036907054644813,2016
48233,44.875820749999995,8.490650233333332,2016
48245,70.5704703154607,4.997708061914683,2016
48251,66.49931277732242,6.318625069672128,2016
48257,67.45584482240436,4.6235296775956245,2016
48273,73.8247112550725,10.99359030724638,2016
48303,59.513555161538484,6.04615636923077,2016
48309,68.07611484972675,6.385666013661201,2016
48323,74.09753899999998,5.286065092896174,2016
48331,55.070483534883735,4.4815723255813955,2016
48339,69.89967091530062,4.5309420710382495,2016
48349,66.55776993689317,6.792964810679618,2016
48355,73.99782670476863,7.014120378673957,2016
48361,69.05934052850877,3.1210197236842085,2016
48367,66.08893459016387,6.669031316939893,2016
48375,58.74408077748694,9.148652884514433,2016
48395,61.298437462499976,4.185104149999998,2016
48397,67.36534353424655,4.611090068493146,2016
48423,67.39928689890708,5.646107051912569,2016
48439,67.74204133970859,6.02948179371585,2016
48449,51.000454520000005,2.996666719999999,2016
48453,69.69491710724047,4.559287691939894,2016
48469,72.0481768159341,5.463316294444445,2016
48479,75.81120108333332,5.521760704918038,2016
49003,53.03582511420203,,2016
49005,47.228189459016335,,2016
49007,51.282510002732266,,2016
49011,54.77616003278687,,2016
49013,46.485128151468324,,2016
49035,54.52972117030968,,2016
49037,55.20729626775953,5.047283100840336,2016
49045,54.497764273743044,,2016
49047,49.34601785167836,2.0626277978142085,2016
49049,53.58651561612019,,2016
49053,62.82630668271956,7.286673721311472,2016
49057,54.68704003603609,,2016
50003,48.98795859836065,2.6960037049180348,2016
50007,48.57536044058505,2.9842346736745933,2016
50021,49.017108830601096,2.8020496627565965,2016
51087,62.601672541208806,3.7064583333333325,2016
51113,48.201027803278684,3.1305197786885257,2016
51163,42.90747270731709,,2016
53005,58.48057463387975,5.2016280765027325,2016
53007,53.85005962568302,2.7306095027322392,2016
53009,47.33718190384619,7.064182233333339,2016
53011,54.598230986187914,3.005122422651933,2016
53033,53.18795203803601,3.541406723374822,2016
53047,53.378556306179746,3.3623717780898845,2016
53053,53.67532692550145,4.974315981375361,2016
53057,45.85600647469216,,2016
53063,52.10615291530057,4.071892010989012,2016
53065,52.6474573672567,2.2374786,2016
53077,53.877383096994535,4.093762403556775,2016
54009,53.74215830874316,,2016
54039,60.723183880555524,1.1945617493112943,2016
55003,44.98553353185598,3.56892457222222,2016
55021,62.23486474881515,6.968230819905212,2016
55025,51.0163926346154,5.217086426997248,2016
55027,49.603423956284175,5.942978259562843,2016
55029,59.70684519500001,2.870729189999998,2016
55031,39.13321426,8.427262500000003,2016
55041,44.44152643874645,4.6360233037249285,2016
55043,50.520717226775965,6.234496289617485,2016
55059,55.244559989655215,6.767911486312401,2016
55063,54.16514856013746,3.613974652920962,2016
55071,60.66891884210522,4.0514957,2016
55073,49.25791055089823,3.9870220149700573,2016
55079,53.17839100203667,5.144286556660037,2016
55085,45.02494955464479,3.9317469918032777,2016
55089,53.27365308844764,6.283036463898914,2016
55111,48.149965814207654,3.3111659071038275,2016
55117,60.86142844845362,4.9396327322834646,2016
55127,66.5784676542553,2.990484510638298,2016
55133,50.53006665573775,4.165897994535516,2016
56001,42.89360922768668,,2016
56003,47.195829585714286,,2016
56005,48.318258354149336,,2016
56007,44.074779913359784,7.943335220048896,2016
56009,48.25145366301369,,2016
56013,42.2034155389008,8.286068122950821,2016
56015,52.470126702163114,5.516331392655369,2016
56019,48.76708533240998,,2016
56021,49.20623799702972,7.645593509316778,2016
56023,41.96435293989076,,2016
56025,49.242521530557966,7.842320790931987,2016
56033,47.683416508196714,,2016
56035,39.61794253275651,7.501118959016394,2016
56037,43.62207694936152,8.557207274328084,2016
56039,36.80978561111109,3.2837090438247025,2016
56041,43.906522715846954,,2016
56045,50.36129831894014,4.951962633333337,2016
72021,81.32661807453418,1.9857025807453421,2016
80002,82.67779307355862,,2016
02090,,1.301766303571428,2016
10001,,5.5096324535519114,2016
10005,,3.703646029914533,2016
12073,,1.8258666098901093,2016
13021,,3.4265223669467795,2016
13051,,2.940760931506849,2016
13077,,1.7778842513661222,2016
13085,,1.8530684999999991,2016
13097,,4.960926508196723,2016
13121,,1.5611620013661212,2016
13127,,2.8081706120218586,2016
17115,,5.483196527220633,2016
17201,,3.9478125589743596,2016
18037,,4.729748311475407,2016
18043,,4.256264928571428,2016
18051,,3.7796311366120245,2016
18109,,3.9982848797814237,2016
18125,,3.6859617250755274,2016
18165,,6.175228906593406,2016
18167,,2.7012404016393443,2016
19017,,5.569578180851064,2016
19033,,2.7031710300546465,2016
19085,,3.23321711682243,2016
19169,,3.863285574394465,2016
19181,,1.7057564719626161,2016
19193,,5.141266896174864,2016
22005,,2.5289578224043696,2016
23003,,6.3038814981132045,2016
23019,,5.4677199556786675,2016
23031,,3.6111021444444438,2016
27003,,3.5408970546448093,2016
27037,,4.7741613349056635,2016
27053,,3.621633874316938,2016
29093,,3.5045236767676777,2016
29097,,2.3199071612021847,2016
29113,,3.51248336065574,2016
29137,,3.7203116277777792,2016
29157,,5.65641155737705,2016
29186,,4.848441010928963,2016
29213,,3.4900818196721333,2016
36029,,5.922758045649075,2016
37013,,4.847656025352114,2016
37019,,4.333038813333334,2016
37033,,1.4697773333333333,2016
37159,,2.6160185333333335,2016
39013,,2.465265344262295,2016
39049,,2.1694389918032786,2016
41039,,2.479200620404413,2016
41059,,2.296133923076922,2016
45019,,1.8372460764705896,2016
45025,,0.8459650222222219,2016
45045,,2.5412197679999995,2016
55035,,3.3954656092896167,2016
